CybORG v2.1, Scenario2, Commit Hash: Not using git
author: Johannes Loevenich, team: Team.KI, technique: PPO + Greedy decoys
wrappers: ChallengeWrapper2(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -5.585000000000001, standard deviation 3.8496589118224147
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.214.187'), ('Remove User3', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.120.158'), ('Remove User3', 'ExploitRemoteService 10.0.120.158'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User3', 'ExploitRemoteService 10.0.120.158')], total reward: -4.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.158.48/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.158.60'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.158.58'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.158.53'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.158.59'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.158.52'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.158.52'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.62.132'), ('DecoyHarakaSMPT Op_Server0', 'ExploitRemoteService 10.0.158.59'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.62.137'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.158.58'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.158.53'), ('DecoyVsftpd Op_Server0', 'ExploitRemoteService 10.0.62.137'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.62.137'), ('Analyse User2', 'ExploitRemoteService 10.0.62.137'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User2', 'ExploitRemoteService 10.0.62.132'), ('Analyse User2', 'ExploitRemoteService 10.0.62.137'), ('Remove User2', 'ExploitRemoteService 10.0.62.132'), ('Analyse User2', 'ExploitRemoteService 10.0.62.137'), ('Remove User2', 'ExploitRemoteService 10.0.62.132'), ('Analyse User2', 'ExploitRemoteService 10.0.158.60'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'ExploitRemoteService 10.0.62.132'), ('Analyse User2', 'ExploitRemoteService 10.0.62.137')], total reward: -7.8
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.164.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.164.186'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.164.183'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.164.189'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.164.187'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.164.178'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.164.189'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.160.181'), ('Restore User3', 'ExploitRemoteService 10.0.164.186'), ('DecoyHarakaSMPT Op_Server0', 'ExploitRemoteService 10.0.164.187'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.164.186'), ('Remove User3', 'ExploitRemoteService 10.0.160.181'), ('DecoyTomcat Op_Server0', 'ExploitRemoteService 10.0.164.178'), ('DecoyVsftpd Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.164.183'), ('DecoyVsftpd User3', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.160.179'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.160.181'), ('Analyse User2', 'ExploitRemoteService 10.0.164.186'), ('Analyse User3', 'ExploitRemoteService 10.0.164.186'), ('Analyse User3', 'ExploitRemoteService 10.0.160.181'), ('Analyse User2', 'ExploitRemoteService 10.0.160.181'), ('Analyse User2', 'ExploitRemoteService 10.0.164.186'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Restore User2', 'ExploitRemoteService 10.0.160.181'), ('Analyse User2', 'ExploitRemoteService 10.0.160.179'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.160.176/28')], total reward: -6.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.197.80/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.197.86'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.197.90'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.197.83'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.197.89'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.197.93'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.197.90'), ('DecoyHarakaSMPT Op_Server0', 'PrivilegeEscalate User1'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.144.33'), ('Restore User1', 'ExploitRemoteService 10.0.197.93'), ('DecoyTomcat Op_Server0', 'ExploitRemoteService 10.0.197.86'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.144.41'), ('Analyse User2', 'ExploitRemoteService 10.0.144.41'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove User2', 'ExploitRemoteService 10.0.197.83'), ('Analyse User3', 'ExploitRemoteService 10.0.144.41'), ('Analyse User3', 'ExploitRemoteService 10.0.144.33'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.144.33'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.144.41'), ('Analyse User2', 'ExploitRemoteService 10.0.197.89'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.144.41'), ('Analyse User2', 'ExploitRemoteService 10.0.144.41'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User2', 'ExploitRemoteService 10.0.144.33'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.197.83'), ('Analyse User3', 'ExploitRemoteService 10.0.144.41'), ('Analyse User3', 'ExploitRemoteService 10.0.197.83')], total reward: -5.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.206.224/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.206.238'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.206.225'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.206.236'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.206.228'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.206.233'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.206.228'), ('DecoyHarakaSMPT Op_Server0', 'ExploitRemoteService 10.0.206.236'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('DecoyTomcat Op_Server0', 'DiscoverNetworkServices 10.0.2.243'), ('Restore User1', 'ExploitRemoteService 10.0.206.225'), ('DecoyVsftpd User3', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.2.250'), ('Analyse User2', 'ExploitRemoteService 10.0.2.250'), ('Analyse User2', 'ExploitRemoteService 10.0.206.233'), ('Analyse User3', 'ExploitRemoteService 10.0.2.243'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User3', 'ExploitRemoteService 10.0.206.238'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.2.243'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User3', 'ExploitRemoteService 10.0.206.233'), ('Analyse User3', 'ExploitRemoteService 10.0.2.250'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User3', 'ExploitRemoteService 10.0.206.233'), ('Analyse User3', 'ExploitRemoteService 10.0.2.250'), ('Analyse User3', 'ExploitRemoteService 10.0.2.243'), ('Analyse User3', 'ExploitRemoteService 10.0.206.233'), ('Analyse User3', 'ExploitRemoteService 10.0.206.233')], total reward: -7.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.94.96/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.94.103'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.94.108'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.94.99'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.94.98'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.94.109'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.94.108'), ('Analyse User1', 'ExploitRemoteService 10.0.94.108'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.224.242'), ('DecoyHarakaSMPT Op_Server0', 'ExploitRemoteService 10.0.224.242'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.94.103'), ('DecoyTomcat Op_Server0', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.224.242'), ('DecoyVsftpd Op_Server0', 'ExploitRemoteService 10.0.94.98'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.224.249'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.224.249'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.94.109'), ('Remove User3', 'ExploitRemoteService 10.0.224.242'), ('Remove User4', 'ExploitRemoteService 10.0.94.109'), ('Remove User3', 'ExploitRemoteService 10.0.94.99'), ('Analyse User3', 'ExploitRemoteService 10.0.94.109'), ('Analyse User3', 'ExploitRemoteService 10.0.94.109'), ('Analyse User3', 'ExploitRemoteService 10.0.224.242'), ('Analyse User2', 'ExploitRemoteService 10.0.94.109'), ('Analyse User3', 'ExploitRemoteService 10.0.94.109'), ('Analyse User3', 'ExploitRemoteService 10.0.224.249')], total reward: -4.6
steps: 30, adversary: SleepAgent, mean: 0.0, standard deviation 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
actions: [('DecoyFemitter User2', 'Sleep'), ('DecoyTomcat User2', 'Sleep'), ('DecoyHarakaSMPT Enterprise0', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep'), ('Sleep', 'Sleep')], total reward: 0.0
